,Country,Region,Income,Year,Population
6192,El Salvador,Latin America & Caribbean,Upper middle income,1988,5170440.0
6193,San Marino,Europe & Central Asia,High income,1988,22542.0
6194,Somalia,Sub-Saharan Africa,Low income,1988,7160461.0
6195,Serbia,Europe & Central Asia,Upper middle income,1988,7572000.0
6196,South Sudan,Sub-Saharan Africa,Low income,1988,4814879.0
6197,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1988,114513.0
6198,Suriname,Latin America & Caribbean,Upper middle income,1988,402139.0
6199,Slovak Republic,Europe & Central Asia,High income,1988,5250596.0
6200,Slovenia,Europe & Central Asia,High income,1988,1995196.0
6201,Sweden,Europe & Central Asia,High income,1988,8436489.0
6202,Eswatini,Sub-Saharan Africa,Lower middle income,1988,794434.0
6203,Sint Maarten (Dutch part),Latin America & Caribbean,High income,1988,24139.0
6204,Seychelles,Sub-Saharan Africa,High income,1988,68755.0
6205,Syrian Arab Republic,Middle East & North Africa,Low income,1988,11657772.0
6206,Turks and Caicos Islands,Latin America & Caribbean,High income,1988,10816.0
6207,Chad,Sub-Saharan Africa,Low income,1988,5483038.0
6208,Togo,Sub-Saharan Africa,Low income,1988,3653420.0
6209,Thailand,East Asia & Pacific,Upper middle income,1988,53410965.0
6210,Tajikistan,Europe & Central Asia,Lower middle income,1988,5100020.0
6211,Turkmenistan,Europe & Central Asia,Upper middle income,1988,3525110.0
6212,Timor-Leste,East Asia & Pacific,Lower middle income,1988,722690.0
6213,Tonga,East Asia & Pacific,Upper middle income,1988,97939.0
6214,Trinidad and Tobago,Latin America & Caribbean,High income,1988,1244633.0
6215,Tunisia,Middle East & North Africa,Lower middle income,1988,8068788.0
6216,Turkiye,Europe & Central Asia,Upper middle income,1988,52275890.0
6217,Tuvalu,East Asia & Pacific,Upper middle income,1988,8844.0
6218,Tanzania,Sub-Saharan Africa,Lower middle income,1988,24844147.0
6219,Uganda,Sub-Saharan Africa,Low income,1988,16489323.0
6220,Ukraine,Europe & Central Asia,Lower middle income,1988,51521000.0
6221,Uruguay,Latin America & Caribbean,High income,1988,3077760.0
6222,United States,North America,High income,1988,244499000.0
6223,Uzbekistan,Europe & Central Asia,Lower middle income,1988,19600028.0
6224,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,1988,112076.0
6225,British Virgin Islands,Latin America & Caribbean,High income,1988,14593.0
6226,Virgin Islands (U.S.),Latin America & Caribbean,High income,1988,100952.0
6227,Viet Nam,East Asia & Pacific,Lower middle income,1988,64037514.0
6228,Vanuatu,East Asia & Pacific,Lower middle income,1988,143528.0
6229,Samoa,East Asia & Pacific,Lower middle income,1988,167452.0
6230,Kosovo,Europe & Central Asia,Upper middle income,1988,1791000.0
6231,"Yemen, Rep.",Middle East & North Africa,Low income,1988,12387238.0
6232,South Africa,Sub-Saharan Africa,Upper middle income,1988,37393853.0
6233,Zambia,Sub-Saharan Africa,Lower middle income,1988,7294325.0
6234,Zimbabwe,Sub-Saharan Africa,Lower middle income,1988,9568739.0
6235,Aruba,Latin America & Caribbean,High income,1989,64596.0
6236,Afghanistan,South Asia,Low income,1989,10673168.0
6237,Angola,Sub-Saharan Africa,Lower middle income,1989,11439498.0
6238,Albania,Europe & Central Asia,Upper middle income,1989,3227943.0
6239,Andorra,Europe & Central Asia,High income,1989,51639.0
6240,United Arab Emirates,Middle East & North Africa,High income,1989,1791840.0
6241,Argentina,Latin America & Caribbean,Upper middle income,1989,32165766.0
6242,Armenia,Europe & Central Asia,Upper middle income,1989,3448186.0
6243,American Samoa,East Asia & Pacific,High income,1989,46288.0
6244,Antigua and Barbuda,Latin America & Caribbean,High income,1989,63636.0
6245,Australia,East Asia & Pacific,High income,1989,16814416.0
6246,Austria,Europe & Central Asia,High income,1989,7619567.0
6247,Azerbaijan,Europe & Central Asia,Upper middle income,1989,7076550.0
6248,Burundi,Sub-Saharan Africa,Low income,1989,5373697.0
6249,Belgium,Europe & Central Asia,High income,1989,9937697.0
6250,Benin,Sub-Saharan Africa,Lower middle income,1989,4979680.0
6251,Burkina Faso,Sub-Saharan Africa,Low income,1989,8895234.0
6252,Bangladesh,South Asia,Lower middle income,1989,104893674.0
6253,Bulgaria,Europe & Central Asia,Upper middle income,1989,8876972.0
6254,Bahrain,Middle East & North Africa,High income,1989,500349.0
6255,"Bahamas, The",Latin America & Caribbean,High income,1989,265493.0
6256,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1989,4481230.0
6257,Belarus,Europe & Central Asia,Upper middle income,1989,10170000.0
6258,Belize,Latin America & Caribbean,Upper middle income,1989,178695.0
6259,Bermuda,North America,High income,1989,58841.0
6260,Bolivia,Latin America & Caribbean,Lower middle income,1989,6949139.0
6261,Brazil,Latin America & Caribbean,Upper middle income,1989,148003411.0
6262,Barbados,Latin America & Caribbean,High income,1989,258759.0
6263,Brunei Darussalam,East Asia & Pacific,High income,1989,253821.0
6264,Bhutan,South Asia,Lower middle income,1989,544209.0
6265,Botswana,Sub-Saharan Africa,Upper middle income,1989,1301671.0
6266,Central African Republic,Sub-Saharan Africa,Low income,1989,2724109.0
6267,Canada,North America,High income,1989,27276781.0
6268,Switzerland,Europe & Central Asia,High income,1989,6646912.0
6269,Channel Islands,Europe & Central Asia,High income,1989,139228.0
6270,Chile,Latin America & Caribbean,High income,1989,13128619.0
6271,China,East Asia & Pacific,Upper middle income,1989,1118650000.0
6272,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,1989,11462943.0
6273,Cameroon,Sub-Saharan Africa,Lower middle income,1989,11089222.0
6274,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,1989,34825891.0
6275,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,1989,2319177.0
6276,Colombia,Latin America & Caribbean,Upper middle income,1989,31923117.0
6277,Comoros,Sub-Saharan Africa,Lower middle income,1989,419584.0
6278,Cabo Verde,Sub-Saharan Africa,Lower middle income,1989,358150.0
6279,Costa Rica,Latin America & Caribbean,Upper middle income,1989,3079001.0
6280,Cuba,Latin America & Caribbean,Upper middle income,1989,10527187.0
6281,Curacao,Latin America & Caribbean,High income,1989,146937.0
6282,Cayman Islands,Latin America & Caribbean,High income,1989,24888.0
6283,Cyprus,Europe & Central Asia,High income,1989,777592.0
6284,Czechia,Europe & Central Asia,High income,1989,10361068.0
6285,Germany,Europe & Central Asia,High income,1989,78751283.0
6286,Djibouti,Middle East & North Africa,Lower middle income,1989,521104.0
6287,Dominica,Latin America & Caribbean,Upper middle income,1989,69975.0
6288,Denmark,Europe & Central Asia,High income,1989,5132594.0
6289,Dominican Republic,Latin America & Caribbean,Upper middle income,1989,6980033.0
6290,Algeria,Middle East & North Africa,Lower middle income,1989,24889507.0
6291,Ecuador,Latin America & Caribbean,Upper middle income,1989,10210185.0
6292,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,1989,55765843.0
6293,Eritrea,Sub-Saharan Africa,Low income,1989,2102131.0
6294,Spain,Europe & Central Asia,High income,1989,38827764.0
6295,Estonia,Europe & Central Asia,High income,1989,1568131.0
6296,Ethiopia,Sub-Saharan Africa,Low income,1989,46195954.0
6297,Finland,Europe & Central Asia,High income,1989,4964371.0
6298,Fiji,East Asia & Pacific,Upper middle income,1989,772704.0
6299,France,Europe & Central Asia,High income,1989,57766282.0
6300,Faroe Islands,Europe & Central Asia,High income,1989,47490.0
6301,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,1989,96796.0
6302,Gabon,Sub-Saharan Africa,Upper middle income,1989,956509.0
6303,United Kingdom,Europe & Central Asia,High income,1989,57076711.0
6304,Georgia,Europe & Central Asia,Upper middle income,1989,4803300.0
6305,Ghana,Sub-Saharan Africa,Lower middle income,1989,15052447.0
6306,Gibraltar,Europe & Central Asia,High income,1989,27688.0
6307,Guinea,Sub-Saharan Africa,Lower middle income,1989,6136166.0
6308,"Gambia, The",Sub-Saharan Africa,Low income,1989,999732.0
6309,Guinea-Bissau,Sub-Saharan Africa,Low income,1989,958239.0
6310,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,1989,448420.0
6311,Greece,Europe & Central Asia,High income,1989,10089498.0
6312,Grenada,Latin America & Caribbean,Upper middle income,1989,99224.0
6313,Greenland,Europe & Central Asia,High income,1989,55300.0
6314,Guatemala,Latin America & Caribbean,Upper middle income,1989,8805995.0
6315,Guam,East Asia & Pacific,High income,1989,135759.0
6316,Guyana,Latin America & Caribbean,High income,1989,752897.0
6317,"Hong Kong SAR, China",East Asia & Pacific,High income,1989,5686200.0
6318,Honduras,Latin America & Caribbean,Lower middle income,1989,4913676.0
6319,Croatia,Europe & Central Asia,High income,1989,4767260.0
6320,Haiti,Latin America & Caribbean,Lower middle income,1989,6784161.0
6321,Hungary,Europe & Central Asia,High income,1989,10481719.0
6322,Indonesia,East Asia & Pacific,Upper middle income,1989,178949174.0
6323,Isle of Man,Europe & Central Asia,High income,1989,67740.0
6324,India,South Asia,Lower middle income,1989,852012673.0
6325,Ireland,Europe & Central Asia,High income,1989,3511009.0
6326,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,1989,53644736.0
6327,Iraq,Middle East & North Africa,Upper middle income,1989,17442590.0
6328,Iceland,Europe & Central Asia,High income,1989,252852.0
6329,Israel,Middle East & North Africa,High income,1989,4518000.0
6330,Italy,Europe & Central Asia,High income,1989,56671781.0
6331,Jamaica,Latin America & Caribbean,Upper middle income,1989,2373365.0
6332,Jordan,Middle East & North Africa,Lower middle income,1989,3310954.0
6333,Japan,East Asia & Pacific,High income,1989,123069000.0
6334,Kazakhstan,Europe & Central Asia,Upper middle income,1989,16249500.0
6335,Kenya,Sub-Saharan Africa,Lower middle income,1989,22387803.0
6336,Kyrgyz Republic,Europe & Central Asia,Lower middle income,1989,4307500.0
6337,Cambodia,East Asia & Pacific,Lower middle income,1989,8570928.0
6338,Kiribati,East Asia & Pacific,Lower middle income,1989,73436.0
6339,St. Kitts and Nevis,Latin America & Caribbean,High income,1989,40992.0
6340,"Korea, Rep.",East Asia & Pacific,High income,1989,42449038.0
6341,Kuwait,Middle East & North Africa,High income,1989,2210013.0
6342,Lao PDR,East Asia & Pacific,Lower middle income,1989,4193532.0
6343,Lebanon,Middle East & North Africa,Lower middle income,1989,3525502.0
6344,Liberia,Sub-Saharan Africa,Low income,1989,2507600.0
6345,Libya,Middle East & North Africa,Upper middle income,1989,4130042.0
6346,St. Lucia,Latin America & Caribbean,Upper middle income,1989,140457.0
6347,Liechtenstein,Europe & Central Asia,High income,1989,28357.0
6348,Sri Lanka,South Asia,Lower middle income,1989,16990575.0
6349,Lesotho,Sub-Saharan Africa,Lower middle income,1989,1767091.0
6350,Lithuania,Europe & Central Asia,High income,1989,3684255.0
6351,Luxembourg,Europe & Central Asia,High income,1989,377100.0
6352,Latvia,Europe & Central Asia,High income,1989,2666955.0
6353,"Macao SAR, China",East Asia & Pacific,High income,1989,337336.0
6354,St. Martin (French part),Latin America & Caribbean,High income,1989,26303.0
6355,Morocco,Middle East & North Africa,Lower middle income,1989,24148104.0
6356,Monaco,Europe & Central Asia,High income,1989,30078.0
6357,Moldova,Europe & Central Asia,Upper middle income,1989,2952317.0
6358,Madagascar,Sub-Saharan Africa,Low income,1989,11536734.0
6359,Maldives,South Asia,Upper middle income,1989,217937.0
6360,Mexico,Latin America & Caribbean,Upper middle income,1989,80233749.0
6361,Marshall Islands,East Asia & Pacific,Upper middle income,1989,44988.0
6362,North Macedonia,Europe & Central Asia,Upper middle income,1989,2039426.0
6363,Mali,Sub-Saharan Africa,Low income,1989,8774122.0
6364,Malta,Middle East & North Africa,High income,1989,350722.0
6365,Myanmar,East Asia & Pacific,Lower middle income,1989,39489419.0
6366,Montenegro,Europe & Central Asia,Upper middle income,1989,606571.0
6367,Mongolia,East Asia & Pacific,Lower middle income,1989,2120825.0
6368,Northern Mariana Islands,East Asia & Pacific,High income,1989,45859.0
6369,Mozambique,Sub-Saharan Africa,Low income,1989,13087604.0
6370,Mauritania,Sub-Saharan Africa,Lower middle income,1989,1955040.0
6371,Mauritius,Sub-Saharan Africa,Upper middle income,1989,1051260.0
6372,Malawi,Sub-Saharan Africa,Low income,1989,9174895.0
6373,Malaysia,East Asia & Pacific,Upper middle income,1989,17020143.0
6374,Namibia,Sub-Saharan Africa,Upper middle income,1989,1288070.0
6375,New Caledonia,East Asia & Pacific,High income,1989,166898.0
6376,Niger,Sub-Saharan Africa,Low income,1989,8116075.0
6377,Nigeria,Sub-Saharan Africa,Lower middle income,1989,92744064.0
6378,Nicaragua,Latin America & Caribbean,Lower middle income,1989,4129447.0
6379,Netherlands,Europe & Central Asia,High income,1989,14848907.0
6380,Norway,Europe & Central Asia,High income,1989,4226901.0
6381,Nepal,South Asia,Lower middle income,1989,19145077.0
6382,Nauru,East Asia & Pacific,High income,1989,9306.0
6383,New Zealand,East Asia & Pacific,High income,1989,3299200.0
6384,Oman,Middle East & North Africa,High income,1989,1713838.0
6385,Pakistan,South Asia,Lower middle income,1989,111670386.0
6386,Panama,Latin America & Caribbean,High income,1989,2398535.0
6387,Peru,Latin America & Caribbean,Upper middle income,1989,21624311.0
6388,Philippines,East Asia & Pacific,Lower middle income,1989,60127343.0
6389,Palau,East Asia & Pacific,Upper middle income,1989,14957.0
6390,Papua New Guinea,East Asia & Pacific,Lower middle income,1989,3764112.0
6391,Poland,Europe & Central Asia,High income,1989,37961529.0
6392,Puerto Rico,Latin America & Caribbean,High income,1989,3505650.0
6393,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,1989,20494965.0
6394,Portugal,Europe & Central Asia,High income,1989,10005000.0
6395,Paraguay,Latin America & Caribbean,Upper middle income,1989,3951288.0
6396,French Polynesia,East Asia & Pacific,High income,1989,206571.0
6397,Qatar,Middle East & North Africa,High income,1989,426896.0
6398,Romania,Europe & Central Asia,High income,1989,23161458.0
6399,Russian Federation,Europe & Central Asia,Upper middle income,1989,147721000.0
6400,Rwanda,Sub-Saharan Africa,Low income,1989,7141974.0
6401,Saudi Arabia,Middle East & North Africa,High income,1989,15353227.0
6402,Sudan,Sub-Saharan Africa,Low income,1989,20718709.0
6403,Senegal,Sub-Saharan Africa,Lower middle income,1989,7321832.0
6404,Singapore,East Asia & Pacific,High income,1989,2930901.0
6405,Solomon Islands,East Asia & Pacific,Lower middle income,1989,314560.0
6406,Sierra Leone,Sub-Saharan Africa,Low income,1989,4159163.0
6407,El Salvador,Latin America & Caribbean,Upper middle income,1989,5270825.0
6408,San Marino,Europe & Central Asia,High income,1989,22803.0
6409,Somalia,Sub-Saharan Africa,Low income,1989,7035378.0
6410,Serbia,Europe & Central Asia,Upper middle income,1989,7581000.0
6411,South Sudan,Sub-Saharan Africa,Low income,1989,4706626.0
6412,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1989,117445.0
6413,Suriname,Latin America & Caribbean,Upper middle income,1989,408360.0
6414,Slovak Republic,Europe & Central Asia,High income,1989,5275942.0
6415,Slovenia,Europe & Central Asia,High income,1989,1996351.0
6416,Sweden,Europe & Central Asia,High income,1989,8492964.0
6417,Eswatini,Sub-Saharan Africa,Lower middle income,1989,825952.0
6418,Sint Maarten (Dutch part),Latin America & Caribbean,High income,1989,25952.0
6419,Seychelles,Sub-Saharan Africa,High income,1989,69167.0
6420,Syrian Arab Republic,Middle East & North Africa,Low income,1989,12034097.0
6421,Turks and Caicos Islands,Latin America & Caribbean,High income,1989,11227.0
6422,Chad,Sub-Saharan Africa,Low income,1989,5670619.0
6423,Togo,Sub-Saharan Africa,Low income,1989,3763657.0
6424,Thailand,East Asia & Pacific,Upper middle income,1989,54324004.0
6425,Tajikistan,Europe & Central Asia,Lower middle income,1989,5264332.0
6426,Turkmenistan,Europe & Central Asia,Upper middle income,1989,3621303.0
6427,Timor-Leste,East Asia & Pacific,Lower middle income,1989,739735.0
6428,Tonga,East Asia & Pacific,Upper middle income,1989,98379.0
6429,Trinidad and Tobago,Latin America & Caribbean,High income,1989,1256210.0
6430,Tunisia,Middle East & North Africa,Lower middle income,1989,8256396.0
6431,Turkiye,Europe & Central Asia,Upper middle income,1989,53305234.0
6432,Tuvalu,East Asia & Pacific,Upper middle income,1989,9017.0
6433,Tanzania,Sub-Saharan Africa,Lower middle income,1989,25522898.0
6434,Uganda,Sub-Saharan Africa,Low income,1989,17028543.0
6435,Ukraine,Europe & Central Asia,Lower middle income,1989,51773000.0
6436,Uruguay,Latin America & Caribbean,High income,1989,3097889.0
